,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
1241,INFINITI FX35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,SUV,6,15,22,18,5,no,08
1242,INFINITI FX35,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,SUV,6,15,20,17,4,no,08
1243,INFINITI FX45,4.5,(8 cyl),Auto-S5,4WD,Gasoline,FA,SUV,6,13,17,14,2,no,08
1244,INFINITI FX45,4.5,(8 cyl),Auto-S5,4WD,Gasoline,CA,SUV,6,13,17,14,2,no,08
1245,INFINITI G35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,midsize car,7,17,24,20,6,yes,08
1246,INFINITI G35,3.5,(6 cyl),Man-6,2WD,Gasoline,CA,midsize car,7,17,25,20,6,yes,08
1247,INFINITI G35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,midsize car,6,17,24,20,6,no,08
1248,INFINITI G35,3.5,(6 cyl),Man-6,2WD,Gasoline,FA,midsize car,6,17,25,20,6,no,08
1249,INFINITI G35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,midsize car,7,17,23,19,5,no,08
1250,INFINITI G35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,FA,midsize car,6,17,23,19,5,no,08
1251,INFINITI G37,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,small car,7,17,26,20,6,yes,08
1252,INFINITI G37,3.7,(6 cyl),Auto-S5,2WD,Gasoline,CA,small car,7,18,24,20,6,yes,08
1253,INFINITI G37,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,small car,6,17,26,20,6,no,08
1254,INFINITI G37,3.7,(6 cyl),Auto-S5,2WD,Gasoline,FA,small car,6,18,24,20,6,no,08
1255,INFINITI M35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,large car,6,16,23,19,5,no,08
1256,INFINITI M35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,large car,6,16,23,19,5,no,08
1257,INFINITI M35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,FA,large car,6,16,22,18,5,no,08
1258,INFINITI M35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,large car,6,16,22,18,5,no,08
1259,INFINITI M45,4.5,(8 cyl),Auto-S5,2WD,Gasoline,FA,large car,6,16,21,18,5,no,08
1260,INFINITI M45,4.5,(8 cyl),Auto-S5,2WD,Gasoline,CA,large car,6,16,21,18,5,no,08
1261,INFINITI M45X,4.5,(8 cyl),Auto-S5,4WD,Gasoline,FA,large car,6,14,20,16,4,no,08
1262,INFINITI M45X,4.5,(8 cyl),Auto-S5,4WD,Gasoline,CA,large car,6,14,20,16,4,no,08
1263,INFINITI QX56,5.6,(8 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,12,18,14,2,no,08
1264,INFINITI QX56,5.6,(8 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,12,17,14,2,no,08
1265,INFINITI QX56,5.6,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,12,18,14,2,no,08
1266,INFINITI QX56,5.6,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,12,17,14,2,no,08
1267,ISUZU Ascender,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FC,SUV,7,14,20,16,4,no,08
1268,ISUZU Ascender,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FC,SUV,7,14,20,16,4,no,08
1269,ISUZU Ascender,4.2,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,14,20,16,4,no,08
1270,ISUZU Ascender,4.2,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,14,20,16,4,no,08
1271,ISUZU I-290,2.9,(4 cyl),Man-5,2WD,Gasoline,FC,pickup,7,18,24,20,6,yes,08
1272,ISUZU I-290,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FC,pickup,7,18,24,20,6,yes,08
1273,ISUZU I-290,2.9,(4 cyl),Man-5,2WD,Gasoline,FA,pickup,6,18,24,20,6,no,08
1274,ISUZU I-290,2.9,(4 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,18,24,20,6,no,08
1275,ISUZU I-370,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FC,pickup,7,16,22,18,5,no,08
1276,ISUZU I-370,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FC,pickup,7,15,20,17,4,no,08
1277,ISUZU I-370,3.7,(5 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,16,22,18,5,no,08
1278,ISUZU I-370,3.7,(5 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,15,20,17,4,no,08
1279,JEEP Commander,3.7,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,14,19,16,4,no,08
1280,JEEP Commander,3.7,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,14,19,16,4,no,08
1281,JEEP Commander,3.7,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,14,19,16,4,no,08
1282,JEEP Commander,3.7,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,14,19,16,4,no,08
1283,JEEP Commander,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,14,19,15,3,no,08
1284,JEEP Commander,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,13,18,14,2,no,08
1285,JEEP Commander,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,13,19,15,3,no,08
1286,JEEP Commander,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,13,17,14,2,no,08
1287,JEEP Commander,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,13,19,15,3,no,08
1288,JEEP Commander,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,13,17,14,2,no,08
1289,JEEP Commander,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,SUV,3/3,9/14,13/19,10/15,4/3,no,08
1290,JEEP Commander,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,SUV,3/3,9/13,12/18,10/14,4/2,no,08
1291,JEEP Compass,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,23,28,25,7,yes,08
1292,JEEP Compass,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,SUV,7,21,24,22,6,yes,08
1293,JEEP Compass,2.4,(4 cyl),Man-5,4WD,Gasoline,CA,SUV,7,22,27,24,7,yes,08
1294,JEEP Compass,2.0,(4 cyl),Auto-AV,2WD,Gasoline,FA,SUV,6,23,27,24,7,yes,08
1295,JEEP Compass,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,23,28,25,7,yes,08
1296,JEEP Compass,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,SUV,6,21,24,22,6,no,08
1297,JEEP Compass,2.4,(4 cyl),Man-5,4WD,Gasoline,FA,SUV,6,22,27,24,7,yes,08
1298,JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,15,20,17,4,no,08
1299,JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,15,19,17,4,no,08
1300,JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,15,20,17,4,no,08
1301,JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,15,19,17,4,no,08
1302,JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,14,19,15,3,no,08
1303,JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,14,19,15,3,no,08
1304,JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,13,19,15,3,no,08
1305,JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,13,18,15,3,no,08
1306,JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,13,19,15,3,no,08
1307,JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,13,18,15,3,no,08
1308,JEEP Grand Cherokee,6.1,(8 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,11,14,12,0,no,08
1309,JEEP Grand Cherokee,6.1,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,11,14,12,0,no,08
1310,JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,SUV,3/3,9/14,13/19,10/15,4/3,no,08
1311,JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,SUV,3/3,9/14,12/19,10/15,4/3,no,08
1312,JEEP Grand Cherokee,3.0,(6 cyl),Auto-L5,2WD,diesel,FA,SUV,1,18,23,20,4,no,08
1313,JEEP Grand Cherokee,3.0,(6 cyl),Auto-L5,4WD,diesel,FA,SUV,1,17,22,19,4,no,08
1314,JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,16,22,18,5,no,08
1315,JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,7,15,21,17,4,no,08
1316,JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,16,22,18,5,no,08
1317,JEEP Liberty,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,SUV,6,16,22,19,5,no,08
1318,JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,15,21,17,4,no,08
1319,JEEP Liberty,3.7,(6 cyl),Man-6,4WD,Gasoline,FA,SUV,6,16,22,18,5,no,08
1320,JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,16,22,18,5,no,08
1321,JEEP Liberty,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,SUV,6,16,22,19,5,no,08
1322,JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,15,21,17,4,no,08
1323,JEEP Liberty,3.7,(6 cyl),Man-6,4WD,Gasoline,CA,SUV,6,16,22,18,5,no,08
1324,JEEP Patriot,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,23,28,25,7,yes,08
1325,JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,SUV,7,20,22,21,6,yes,08
1326,JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,SUV,7,21,24,22,6,yes,08
1327,JEEP Patriot,2.4,(4 cyl),Man-5,4WD,Gasoline,CA,SUV,7,22,27,24,7,yes,08
1328,JEEP Patriot,2.0,(4 cyl),Auto-AV,2WD,Gasoline,FA,SUV,6,23,27,24,7,yes,08
1329,JEEP Patriot,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,23,28,25,7,yes,08
1330,JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,SUV,6,20,22,21,6,no,08
1331,JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,SUV,6,21,24,22,6,no,08
1332,JEEP Patriot,2.4,(4 cyl),Man-5,4WD,Gasoline,FA,SUV,6,22,27,24,7,yes,08
1333,JEEP Wrangler,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,15,20,17,4,no,08
1334,JEEP Wrangler,3.8,(6 cyl),Man-6,2WD,Gasoline,CA,SUV,7,16,21,18,5,no,08
1335,JEEP Wrangler,3.8,(6 cyl),Man-6,4WD,Gasoline,CA,SUV,7,15,19,16,4,no,08
1336,JEEP Wrangler,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,7,15,19,17,4,no,08
1337,JEEP Wrangler,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,15,20,17,4,no,08
1338,JEEP Wrangler,3.8,(6 cyl),Man-6,2WD,Gasoline,FA,SUV,6,16,21,18,5,no,08
1339,JEEP Wrangler,3.8,(6 cyl),Man-6,4WD,Gasoline,FA,SUV,6,15,19,16,4,no,08
1340,JEEP Wrangler,3.8,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,15,19,17,4,no,08
1341,KIA Amanti,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,large car,7,17,24,19,5,no,08
1342,KIA Amanti,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,large car,6,17,24,19,5,no,08
1343,KIA Optima,2.4,(4 cyl),Auto-L5,2WD,Gasoline,CA,midsize car,7,21,31,25,7,yes,08
1344,KIA Optima,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,midsize car,7,21,31,25,7,yes,08
1345,KIA Optima,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,midsize car,6,21,31,25,7,yes,08
1346,KIA Optima,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,midsize car,6,21,31,25,7,yes,08
1347,KIA Rio,1.6,(4 cyl),Auto-L4,2WD,Gasoline,CA,small car,7,25,35,29,8,yes,08
1348,KIA Rio,1.6,(4 cyl),Man-5,2WD,Gasoline,CA,small car,7,27,32,29,8,yes,08
1349,KIA Rio,1.6,(4 cyl),Auto-L4,2WD,Gasoline,FA,small car,6,25,35,29,8,yes,08
1350,KIA Rio,1.6,(4 cyl),Man-5,2WD,Gasoline,FA,small car,6,27,32,29,8,yes,08
1351,KIA Rondo,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,station wagon,7,19,26,22,6,yes,08
1352,KIA Rondo,2.7,(6 cyl),Auto-L5,2WD,Gasoline,CA,station wagon,7,18,26,21,6,yes,08
1353,KIA Rondo,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,station wagon,6,19,26,22,6,no,08
1354,KIA Rondo,2.7,(6 cyl),Auto-L5,2WD,Gasoline,FA,station wagon,6,18,26,21,6,no,08
1355,KIA Sedona,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,minivan,7,16,23,18,5,no,08
1356,KIA Sedona,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,minivan,6,16,23,18,5,no,08
1357,KIA Sorento,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,15,21,17,4,no,08
1358,KIA Sorento,3.8,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,15,20,17,4,no,08
1359,KIA Sorento,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,15,21,17,4,no,08
1360,KIA Sorento,3.8,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,15,20,17,4,no,08
1361,KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,9.5,24,32,27,8,yes,08
1362,KIA Spectra,2.0,(4 cyl),Man-5,2WD,Gasoline,CA,midsize car,7,23,30,26,8,yes,08
1363,KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,7,24,32,27,8,yes,08
1364,KIA Spectra,2.0,(4 cyl),Man-5,2WD,Gasoline,FA,midsize car,6,23,30,26,8,yes,08
1365,KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,24,32,27,8,yes,08
1366,KIA Sportage,2.0,(4 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,19,25,21,6,yes,08
1367,KIA Sportage,2.0,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,20,25,22,6,yes,08
1368,KIA Sportage,2.0,(4 cyl),Man-5,4WD,Gasoline,CA,SUV,7,19,24,21,6,yes,08
1369,KIA Sportage,2.0,(4 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,19,25,21,6,no,08
1370,KIA Sportage,2.0,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,20,25,22,6,no,08
1371,KIA Sportage,2.0,(4 cyl),Man-5,4WD,Gasoline,FA,SUV,6,19,24,21,6,no,08
1372,KIA Sportage,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,17,23,20,6,no,08
1373,KIA Sportage,2.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,17,21,19,5,no,08
1374,KIA Sportage,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,17,23,20,6,no,08
1375,KIA Sportage,2.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,17,21,19,5,no,08
1376,LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Man-6,4WD,Gasoline,FA,small car,6,10,17,13,1,no,08
1377,LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,11,17,13,1,no,08
1378,LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Man-6,4WD,Gasoline,CA,small car,6,10,17,13,1,no,08
1379,LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Auto-S6,4WD,Gasoline,CA,small car,6,11,17,13,1,no,08
1380,LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Man-6,4WD,Gasoline,FA,small car,6,10,15,12,0,no,08
1381,LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,10,16,12,0,no,08
1382,LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Man-6,4WD,Gasoline,CA,small car,6,10,15,12,0,no,08
1383,LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Auto-S6,4WD,Gasoline,CA,small car,6,10,16,12,0,no,08
1384,LAMBORGHINI Murcielago,6.5,(12 cyl),Man-6,4WD,Gasoline,FA,small car,6,8,13,10,0,no,08
1385,LAMBORGHINI Murcielago,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,9,14,11,0,no,08
1386,LAMBORGHINI Murcielago,6.5,(12 cyl),Man-6,4WD,Gasoline,CA,small car,6,8,13,10,0,no,08
1387,LAMBORGHINI Murcielago,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,small car,6,9,14,11,0,no,08
1388,LAMBORGHINI Murcielago Reventon,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,9,14,11,0,no,08
1389,LAMBORGHINI Murcielago Reventon,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,small car,6,9,14,11,0,no,08
1390,LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Man-6,4WD,Gasoline,FA,small car,6,8,13,10,0,no,08
1391,LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,9,14,11,0,no,08
1392,LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Man-6,4WD,Gasoline,CA,small car,6,8,13,10,0,no,08
1393,LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,small car,6,9,14,11,0,no,08
1394,LAND ROVER LR2,3.2,(6 cyl),Auto-S6,4WD,Gasoline,CA,SUV,7,16,23,18,5,no,08
1395,LAND ROVER LR2,3.2,(6 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,16,23,18,5,no,08
1396,LAND ROVER LR3,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,SUV,7,12,17,14,2,no,08
1397,LAND ROVER LR3,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,12,17,14,2,no,08
1398,LAND ROVER Range Rover,4.2,(8 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,12,18,14,2,no,08
1399,LAND ROVER Range Rover,4.2,(8 cyl),Auto-S6,4WD,Gasoline,CA,SUV,6,12,18,14,2,no,08
1400,LAND ROVER Range Rover,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,12,18,14,2,no,08
1401,LAND ROVER Range Rover,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,SUV,6,12,18,14,2,no,08
1402,LAND ROVER Range Rover Sport,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,SUV,7,12,18,15,3,no,08
1403,LAND ROVER Range Rover Sport,4.2,(8 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,12,18,14,2,no,08
1404,LAND ROVER Range Rover Sport,4.2,(8 cyl),Auto-S6,4WD,Gasoline,CA,SUV,6,12,18,14,2,no,08
1405,LAND ROVER Range Rover Sport,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,12,18,15,3,no,08
1406,LEXUS ES 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,7,19,27,22,6,yes,08
1407,LEXUS ES 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,19,27,22,6,no,08
1408,LEXUS GS 350,3.5,(6 cyl),Auto-S6,4WD,Gasoline,CA,midsize car,7,18,25,20,6,yes,08
1409,LEXUS GS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,midsize car,7,19,27,22,6,yes,08
1410,LEXUS GS 350,3.5,(6 cyl),Auto-S6,4WD,Gasoline,FA,midsize car,6,18,25,20,6,no,08
1411,LEXUS GS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,midsize car,6,19,27,22,6,no,08
1412,LEXUS GS 450h,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,small car,9,22,25,23,7,yes,08
1413,LEXUS GS 450h,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,8,22,25,23,7,yes,08
1414,LEXUS GS 460,4.6,(8 cyl),S8,2WD,Gasoline,CA,midsize car,7,17,24,20,6,yes,08
1415,LEXUS GS 460,4.6,(8 cyl),S8,2WD,Gasoline,FA,midsize car,6,17,24,20,6,no,08
1416,LEXUS GX 470,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,14,18,15,3,no,08
1417,LEXUS GX 470,4.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,14,18,15,3,no,08
1418,LEXUS IS 250,2.5,(6 cyl),Man-6,2WD,Gasoline,CA,small car,7,18,26,21,6,yes,08
1419,LEXUS IS 250,2.5,(6 cyl),Auto-S6,4WD,Gasoline,CA,small car,7,20,26,22,6,yes,08
1420,LEXUS IS 250,2.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,small car,7,21,29,24,7,yes,08
1421,LEXUS IS 250,2.5,(6 cyl),Man-6,2WD,Gasoline,FA,small car,6,18,26,21,6,no,08
1422,LEXUS IS 250,2.5,(6 cyl),Auto-S6,4WD,Gasoline,FA,small car,6,20,26,22,6,no,08
1423,LEXUS IS 250,2.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,21,29,24,7,yes,08
1424,LEXUS IS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,small car,7,18,25,20,6,yes,08
1425,LEXUS IS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,small car,6,18,25,20,6,no,08
1426,LEXUS LS 460,4.6,(8 cyl),S8,2WD,Gasoline,CA,midsize car,7,16,24,19,5,no,08
1427,LEXUS LS 460,4.6,(8 cyl),S8,2WD,Gasoline,FA,midsize car,6,16,24,19,5,no,08
1428,LEXUS LS 460 L,4.6,(8 cyl),S8,2WD,Gasoline,CA,midsize car,7,16,24,19,5,no,08
1429,LEXUS LS 460 L,4.6,(8 cyl),S8,2WD,Gasoline,FA,midsize car,6,16,24,19,5,no,08
1430,LEXUS LS 600HL,5.0,(8 cyl),S8,4WD,Gasoline,CA,midsize car,9,20,22,21,6,yes,08
1431,LEXUS LS 600HL,5.0,(8 cyl),S8,4WD,Gasoline,FA,midsize car,8,20,22,21,6,yes,08
1432,LEXUS LX 570,5.7,(8 cyl),Auto-S6,4WD,Gasoline,CA,SUV,7,12,18,14,2,no,08
1433,LEXUS LX 570,5.7,(8 cyl),Auto-S6,4WD,Gasoline,FA,SUV,6,12,18,14,2,no,08
1434,LEXUS RX 350,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,7,18,23,20,6,yes,08
1435,LEXUS RX 350,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,SUV,7,18,23,20,6,yes,08
1436,LEXUS RX 350,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,17,22,19,5,no,08
1437,LEXUS RX 350,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,SUV,7,17,22,19,5,no,08
1438,LEXUS RX 350,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,18,23,20,6,no,08
1439,LEXUS RX 350,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,SUV,6,18,23,20,6,no,08
1440,LEXUS RX 350,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,17,22,19,5,no,08
1441,LEXUS RX 350,3.5,(6 cyl),Auto-S5,4WD,Gasoline,FA,SUV,6,17,22,19,5,no,08
1442,LEXUS RX 400H,3.3,(6 cyl),Auto-AV,2WD,Gasoline,CA,SUV,9,27,24,25,7,yes,08
1443,LEXUS RX 400H,3.3,(6 cyl),Auto-AV,4WD,Gasoline,CA,SUV,9,26,24,25,7,yes,08
1444,LEXUS RX 400H,3.3,(6 cyl),Auto-AV,2WD,Gasoline,FA,SUV,8,27,24,25,7,yes,08
1445,LEXUS RX 400H,3.3,(6 cyl),Auto-AV,4WD,Gasoline,FA,SUV,8,26,24,25,7,yes,08
1446,LEXUS SC 430,4.3,(8 cyl),Auto-S6,2WD,Gasoline,CA,small car,6,16,23,19,5,no,08
1447,LEXUS SC 430,4.3,(8 cyl),Auto-S6,2WD,Gasoline,FA,small car,3,16,23,19,5,no,08
1448,LINCOLN MKX,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,16,24,19,5,no,08
1449,LINCOLN MKX,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,SUV,7,15,22,18,5,no,08
1450,LINCOLN MKX,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,16,24,19,5,no,08
1451,LINCOLN MKX,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,SUV,6,15,22,18,5,no,08
1452,LINCOLN MKZ,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,midsize car,7,17,24,19,5,no,08
1453,LINCOLN MKZ,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,midsize car,7,18,28,22,6,yes,08
1454,LINCOLN MKZ,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,midsize car,6,17,24,19,5,no,08
1455,LINCOLN MKZ,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,midsize car,6,18,28,22,6,no,08
1456,LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,pickup,7,12,16,14,2,no,08
1457,LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,pickup,7,13,17,14,2,no,08
1458,LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,pickup,7,12,16,14,2,no,08
1459,LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,CA,pickup,7,13,17,14,2,no,08
1460,LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,pickup,3,12,16,14,2,no,08
1461,LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,pickup,3,13,17,14,2,no,08
1462,LINCOLN Navigator,5.4,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,12,18,14,2,no,08
1463,LINCOLN Navigator,5.4,,,4WD,Gasoline,CA,SUV,7,,,,,no,08
