,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
1293,NISSAN Versa,1.6,4.0,Auto-4,2WD,Gasoline,CA,small car,3,26,35,29,6,No,18
1294,NISSAN Versa,1.6,4.0,Auto-4,2WD,Gasoline,FA,small car,3,26,35,29,6,No,18
1295,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,CA,small car,3,31,39,34,8,Yes,18
1296,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,FA,small car,3,31,39,34,8,Yes,18
1297,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,CA,small car,5,31,39,34,8,Yes,18
1298,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,FA,small car,5,31,39,34,8,Yes,18
1299,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,CA,small car,3,27,36,30,7,Yes,18
1300,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,FA,small car,3,27,36,30,7,Yes,18
1301,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,CA,small car,5,27,36,30,7,Yes,18
1302,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,FA,small car,5,27,36,30,7,Yes,18
1303,PORSCHE 911 Carrera,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,22,30,25,5,No,18
1304,PORSCHE 911 Carrera,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,22,30,25,5,No,18
1305,PORSCHE 911 Carrera,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,20,29,23,5,No,18
1306,PORSCHE 911 Carrera,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,20,29,23,5,No,18
1307,PORSCHE 911 Carrera 4,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,22,28,24,5,No,18
1308,PORSCHE 911 Carrera 4,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,22,28,24,5,No,18
1309,PORSCHE 911 Carrera 4,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,20,28,23,5,No,18
1310,PORSCHE 911 Carrera 4,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,20,28,23,5,No,18
1311,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,21,28,24,5,No,18
1312,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,21,28,24,5,No,18
1313,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,19,28,22,4,No,18
1314,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,19,28,22,4,No,18
1315,PORSCHE 911 Carrera 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,20,26,22,4,No,18
1316,PORSCHE 911 Carrera 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,20,26,22,4,No,18
1317,PORSCHE 911 Carrera 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,18,26,21,4,No,18
1318,PORSCHE 911 Carrera 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,18,26,21,4,No,18
1319,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,20,25,22,4,No,18
1320,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,20,25,22,4,No,18
1321,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,18,26,21,4,No,18
1322,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,18,26,21,4,No,18
1323,PORSCHE 911 Carrera 4S,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,21,28,24,5,No,18
1324,PORSCHE 911 Carrera 4S,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,21,28,24,5,No,18
1325,PORSCHE 911 Carrera 4S,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,20,28,23,5,No,18
1326,PORSCHE 911 Carrera 4S,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,20,28,23,5,No,18
1327,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,21,28,24,5,No,18
1328,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,21,28,24,5,No,18
1329,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,19,28,22,4,No,18
1330,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,19,28,22,4,No,18
1331,PORSCHE 911 Carrera Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,22,28,24,5,No,18
1332,PORSCHE 911 Carrera Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,22,28,24,5,No,18
1333,PORSCHE 911 Carrera Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,20,29,23,5,No,18
1334,PORSCHE 911 Carrera Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,20,29,23,5,No,18
1335,PORSCHE 911 Carrera GTS,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,20,26,23,5,No,18
1336,PORSCHE 911 Carrera GTS,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,20,26,23,5,No,18
1337,PORSCHE 911 Carrera GTS,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,18,26,21,4,No,18
1338,PORSCHE 911 Carrera GTS,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,18,26,21,4,No,18
1339,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,20,26,22,4,No,18
1340,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,20,26,22,4,No,18
1341,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,18,26,21,4,No,18
1342,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,18,26,21,4,No,18
1343,PORSCHE 911 Carrera S,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,22,28,24,5,No,18
1344,PORSCHE 911 Carrera S,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,22,28,24,5,No,18
1345,PORSCHE 911 Carrera S,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,20,29,23,5,No,18
1346,PORSCHE 911 Carrera S,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,20,29,23,5,No,18
1347,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,22,28,24,5,No,18
1348,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,22,28,24,5,No,18
1349,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,20,28,23,5,No,18
1350,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,20,28,23,5,No,18
1351,PORSCHE 911 Targa 4,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,22,28,24,5,No,18
1352,PORSCHE 911 Targa 4,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,22,28,24,5,No,18
1353,PORSCHE 911 Targa 4,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,19,28,22,4,No,18
1354,PORSCHE 911 Targa 4,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,19,28,22,4,No,18
1355,PORSCHE 911 Targa 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,20,26,22,4,No,18
1356,PORSCHE 911 Targa 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,20,26,22,4,No,18
1357,PORSCHE 911 Targa 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,18,26,21,4,No,18
1358,PORSCHE 911 Targa 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,18,26,21,4,No,18
1359,PORSCHE 911 Targa 4S,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,21,27,24,5,No,18
1360,PORSCHE 911 Targa 4S,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,21,27,24,5,No,18
1361,PORSCHE 911 Targa 4S,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,19,28,22,4,No,18
1362,PORSCHE 911 Targa 4S,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,19,28,22,4,No,18
1363,PORSCHE 911 Turbo,3.8,6.0,AMS-7,4WD,Gasoline,CA,small car,1,19,24,21,4,No,18
1364,PORSCHE 911 Turbo,3.8,6.0,AMS-7,4WD,Gasoline,FA,small car,1,19,24,21,4,No,18
1365,PORSCHE 911 Turbo Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,CA,small car,1,19,24,21,4,No,18
1366,PORSCHE 911 Turbo Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,FA,small car,1,19,24,21,4,No,18
1367,PORSCHE 911 Turbo S,3.8,6.0,AMS-7,4WD,Gasoline,CA,small car,1,19,24,21,4,No,18
1368,PORSCHE 911 Turbo S,3.8,6.0,AMS-7,4WD,Gasoline,FA,small car,1,19,24,21,4,No,18
1369,PORSCHE 911 Turbo S Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,CA,small car,1,19,24,21,4,No,18
1370,PORSCHE 911 Turbo S Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,FA,small car,1,19,24,21,4,No,18
1371,PORSCHE Boxster,2.0,4.0,AMS-7,2WD,Gasoline,CA,small car,3,22,29,25,5,No,18
1372,PORSCHE Boxster,2.0,4.0,AMS-7,2WD,Gasoline,FA,small car,3,22,29,25,5,No,18
1373,PORSCHE Boxster,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,3,21,28,24,5,No,18
1374,PORSCHE Boxster,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,3,21,28,24,5,No,18
1375,PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,CA,small car,3,21,28,24,5,No,18
1376,PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,FA,small car,3,21,28,24,5,No,18
1377,PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,CA,small car,3,20,26,22,4,No,18
1378,PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,FA,small car,3,20,26,22,4,No,18
1379,PORSCHE Cayenne GTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3,16,23,19,3,No,18
1380,PORSCHE Cayenne GTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,16,23,19,3,No,18
1381,PORSCHE Cayenne S,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3,17,24,20,4,No,18
1382,PORSCHE Cayenne S,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,17,24,20,4,No,18
1383,PORSCHE Macan,2.0,4.0,AMS-7,4WD,Gasoline,FA,small SUV,3,20,25,22,4,No,18
1384,PORSCHE Macan,2.0,4.0,AMS-7,4WD,Gasoline,CA,small SUV,3,20,25,22,4,No,18
1385,PORSCHE Macan GTS,3.0,6.0,AMS-7,4WD,Gasoline,FA,small SUV,3,17,23,19,3,No,18
1386,PORSCHE Macan GTS,3.0,6.0,AMS-7,4WD,Gasoline,CA,small SUV,3,17,23,19,3,No,18
1387,PORSCHE Macan S,3.0,6.0,AMS-7,4WD,Gasoline,FA,small SUV,3,17,23,19,3,No,18
1388,PORSCHE Macan S,3.0,6.0,AMS-7,4WD,Gasoline,CA,small SUV,3,17,23,19,3,No,18
1389,PORSCHE Panamera,3.0,6.0,AMS-8,2WD,Gasoline,CA,large car,5,21,28,24,5,No,18
1390,PORSCHE Panamera,3.0,6.0,AMS-8,2WD,Gasoline,FA,large car,5,21,28,24,5,No,18
1391,PORSCHE Panamera 4,3.0,6.0,AMS-8,4WD,Gasoline,CA,large car,5,21,27,23,5,No,18
1392,PORSCHE Panamera 4,3.0,6.0,AMS-8,4WD,Gasoline,FA,large car,5,21,27,23,5,No,18
1393,PORSCHE Panamera 4 Executive,3.0,6.0,AMS-8,4WD,Gasoline,CA,large car,5,21,27,23,5,No,18
1394,PORSCHE Panamera 4 Executive,3.0,6.0,AMS-8,4WD,Gasoline,FA,large car,5,21,27,23,5,No,18
1395,PORSCHE Panamera 4S,2.9,6.0,AMS-8,4WD,Gasoline,CA,large car,5,21,28,23,5,No,18
1396,PORSCHE Panamera 4S,2.9,6.0,AMS-8,4WD,Gasoline,FA,large car,5,21,28,23,5,No,18
1397,PORSCHE Panamera 4S Executive,2.9,6.0,AMS-8,4WD,Gasoline,CA,large car,5,21,28,23,5,No,18
1398,PORSCHE Panamera 4S Executive,2.9,6.0,AMS-8,4WD,Gasoline,FA,large car,5,21,28,23,5,No,18
1399,PORSCHE Panamera Turbo,4.0,8.0,AMS-8,4WD,Gasoline,CA,large car,3,18,25,21,4,No,18
1400,PORSCHE Panamera Turbo,4.0,8.0,AMS-8,4WD,Gasoline,FA,large car,3,18,25,21,4,No,18
1401,PORSCHE Panamera Turbo Executive,4.0,8.0,AMS-8,4WD,Gasoline,CA,large car,3,18,25,21,4,No,18
1402,PORSCHE Panamera Turbo Executive,4.0,8.0,AMS-8,4WD,Gasoline,FA,large car,3,18,25,21,4,No,18
1403,RAM 1500,5.7,8.0,Auto-6,4WD,Gasoline,CA,pickup,3,13,18,14,1,No,18
1404,RAM 1500,5.7,8.0,Auto-6,4WD,Gasoline,FA,pickup,3,13,18,14,1,No,18
1405,RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,CA,pickup,3,15,22,17,3,No,18
1406,RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,FA,pickup,3,15,22,17,3,No,18
1407,RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,CA,pickup,3,15,21,17,3,No,18
1408,RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,FA,pickup,3,15,21,17,3,No,18
1409,RAM Promaster City,2.4,4.0,Auto-9,2WD,Gasoline,CA,special purpose,3,21,28,24,5,No,18
1410,RAM Promaster City,2.4,4.0,Auto-9,2WD,Gasoline,FA,special purpose,3,21,28,24,5,No,18
1411,SUBARU Crosstrek,2.0,4.0,Man-6,4WD,Gasoline,CA,small SUV,7,23,29,25,5,No,18
1412,SUBARU Crosstrek,2.0,4.0,Man-6,4WD,Gasoline,FA,small SUV,6,23,29,25,5,No,18
1413,SUBARU Crosstrek,2.0,4.0,SCV-7,4WD,Gasoline,CA,small SUV,7,27,33,29,6,No,18
1414,SUBARU Crosstrek,2.0,4.0,SCV-7,4WD,Gasoline,FA,small SUV,6,27,33,29,6,No,18
1415,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,CA,small SUV,1,23,27,25,5,No,18
1416,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,FA,small SUV,1,23,27,25,5,No,18
1417,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,CA,small SUV,7,22,28,24,5,No,18
1418,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,FA,small SUV,5,22,28,24,5,No,18
1419,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,26,32,28,6,No,18
1420,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,5,26,32,28,6,No,18
1421,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,CA,midsize car,7,24,32,27,6,No,18
1422,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,CA,station wagon,7,24,31,26,5,No,18
1423,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,FA,midsize car,6,24,32,27,6,No,18
1424,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,FA,station wagon,6,24,31,26,5,No,18
1425,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,CA,midsize car,7,28,38,32,7,Yes,18
1426,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,CA,station wagon,7,28,37,31,7,Yes,18
1427,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,FA,midsize car,6,28,38,32,7,Yes,18
1428,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,FA,station wagon,6,28,37,31,7,Yes,18
1429,SUBARU Impreza Sport,2.0,4.0,Man-5,4WD,Gasoline,CA,midsize car,7,23,31,26,5,No,18
1430,SUBARU Impreza Sport,2.0,4.0,Man-5,4WD,Gasoline,CA,station wagon,7,22,30,25,5,No,18
1431,SUBARU Impreza Sport,2.0,4.0,Man-5,4WD,Gasoline,FA,midsize car,6,23,31,26,5,No,18
1432,SUBARU Impreza Sport,2.0,4.0,Man-5,4WD,Gasoline,FA,station wagon,6,22,30,25,5,No,18
1433,SUBARU Impreza Sport,2.0,4.0,SCV-7,4WD,Gasoline,CA,midsize car,7,27,36,30,7,Yes,18
1434,SUBARU Impreza Sport,2.0,4.0,SCV-7,4WD,Gasoline,CA,station wagon,7,27,35,30,7,Yes,18
1435,SUBARU Impreza Sport,2.0,4.0,SCV-7,4WD,Gasoline,FA,midsize car,6,27,36,30,7,Yes,18
1436,SUBARU Impreza Sport,2.0,4.0,SCV-7,4WD,Gasoline,FA,station wagon,6,27,35,30,7,Yes,18
1437,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,CA,midsize car,7,25,34,29,6,No,18
1438,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,FA,midsize car,5,25,34,29,6,No,18
1439,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,CA,midsize car,3,20,28,23,5,No,18
1440,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,FA,midsize car,3,20,28,23,5,No,18
1441,SUBARU Outback,2.5,4.0,SCV-7,4WD,Gasoline,CA,small SUV,7,25,32,28,6,No,18
1442,SUBARU Outback,2.5,4.0,SCV-7,4WD,Gasoline,FA,small SUV,5,25,32,28,6,No,18
1443,SUBARU Outback,3.6,6.0,SCV-6,4WD,Gasoline,CA,small SUV,3,20,27,22,4,No,18
1444,SUBARU Outback,3.6,6.0,SCV-6,4WD,Gasoline,FA,small SUV,3,20,27,22,4,No,18
1445,SUBARU WRX,2.0,4.0,Man-6,4WD,Gasoline,CA,small car,1,21,27,23,5,No,18
1446,SUBARU WRX,2.0,4.0,Man-6,4WD,Gasoline,FA,small car,1,21,27,23,5,No,18
1447,SUBARU WRX,2.0,4.0,SCV-8,4WD,Gasoline,CA,small car,1,18,24,21,4,No,18
1448,SUBARU WRX,2.0,4.0,SCV-8,4WD,Gasoline,FA,small car,1,18,24,21,4,No,18
1449,SUBARU WRX,2.5,4.0,Man-6,4WD,Gasoline,CA,small car,1,17,22,19,3,No,18
1450,SUBARU WRX,2.5,4.0,Man-6,4WD,Gasoline,FA,small car,1,17,22,19,3,No,18
1451,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,FA,standard SUV,3,17,21,18,3,No,18
1452,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,CA,standard SUV,3,17,21,18,3,No,18
1453,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,FA,standard SUV,3,17,20,18,3,No,18
1454,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,CA,standard SUV,3,17,20,18,3,No,18
1455,TOYOTA Avalon,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,3,21,30,24,5,No,18
1456,TOYOTA Avalon,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,3,21,30,24,5,No,18
1457,TOYOTA Avalon Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,40,39,40,9,Yes,18
1458,TOYOTA Avalon Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,40,39,40,9,Yes,18
1459,TOYOTA C-HR,2.0,4.0,SCV-7,2WD,Gasoline,CA,small car,3,27,31,29,6,No,18
1460,TOYOTA C-HR,2.0,4.0,SCV-7,2WD,Gasoline,FA,small car,3,27,31,29,6,No,18
1461,TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,29,41,34,8,Yes,18
1462,TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,29,41,34,8,Yes,18
1463,TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,5,22,33,26,5,No,18
1464,TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,5,22,33,26,5,No,18
1465,TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,51,53,52,10,Elite,18
1466,TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,51,53,52,10,Elite,18
1467,TOYOTA Camry Hybrid XLE/SE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,44,47,46,10,Elite,18
1468,TOYOTA Camry Hybrid XLE/SE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,44,47,46,10,Elite,18
1469,TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,28,39,32,7,Yes,18
1470,TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,28,39,32,7,Yes,18
1471,TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,28,39,32,7,Yes,18
1472,TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,28,39,32,7,Yes,18
1473,TOYOTA Camry XSE,3.5,6.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,5,22,32,26,5,No,18
1474,TOYOTA Camry XSE,3.5,6.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,5,22,32,26,5,No,18
1475,TOYOTA Corolla,1.8,4.0,CVT,2WD,Gasoline,FA,midsize car,3,28,36,32,7,Yes,18
1476,TOYOTA Corolla,1.8,4.0,CVT,2WD,Gasoline,CA,midsize car,3,28,36,32,7,Yes,18
1477,TOYOTA Corolla,1.8,4.0,Man-6,2WD,Gasoline,FA,midsize car,3,27,35,30,7,Yes,18
1478,TOYOTA Corolla,1.8,4.0,Man-6,2WD,Gasoline,CA,midsize car,3,27,35,30,7,Yes,18
1479,TOYOTA Corolla,1.8,4.0,SCV-7,2WD,Gasoline,FA,midsize car,3,28,35,31,7,Yes,18
1480,TOYOTA Corolla,1.8,4.0,SCV-7,2WD,Gasoline,CA,midsize car,3,28,35,31,7,Yes,18
1481,TOYOTA Corolla LE Eco,1.8,4.0,CVT,2WD,Gasoline,CA,midsize car,5,29,38,33,8,Yes,18
1482,TOYOTA Corolla LE Eco,1.8,4.0,CVT,2WD,Gasoline,CA,midsize car,5,30,40,34,8,Yes,18
1483,TOYOTA Corolla LE Eco,1.8,4.0,CVT,2WD,Gasoline,FA,midsize car,5,29,38,33,8,Yes,18
1484,TOYOTA Corolla LE Eco,1.8,4.0,CVT,2WD,Gasoline,FA,midsize car,5,30,40,34,8,Yes,18
1485,TOYOTA Corolla iM,1.8,4.0,Man-6,2WD,Gasoline,CA,midsize car,5,27,35,30,7,Yes,18
1486,TOYOTA Corolla iM,1.8,4.0,Man-6,2WD,Gasoline,FA,midsize car,5,27,35,30,7,Yes,18
1487,TOYOTA Corolla iM,1.8,4.0,SCV-7,2WD,Gasoline,CA,midsize car,5,28,36,31,7,Yes,18
1488,TOYOTA Corolla iM,1.8,4.0,SCV-7,2WD,Gasoline,FA,midsize car,5,28,36,31,7,Yes,18
1489,TOYOTA Land Cruiser,5.7,8.0,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3,13,18,15,2,No,18
1490,TOYOTA Land Cruiser,5.7,8.0,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,13,18,15,2,No,18
1491,TOYOTA Prius c,1.5,4.0,CVT,2WD,Gasoline,CA,small car,7,48,43,46,10,Elite,18
1492,TOYOTA Prius c,1.5,4.0,CVT,2WD,Gasoline,FA,small car,7,48,43,46,10,Elite,18
1493,TOYOTA RAV4,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,23,29,25,5,No,18
1494,TOYOTA RAV4,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,23,29,25,5,No,18
1495,TOYOTA RAV4,2.5,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,22,28,25,5,No,18
1496,TOYOTA RAV4,2.5,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,22,28,25,5,No,18
1497,TOYOTA RAV4 Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,34,30,32,7,Yes,18
1498,TOYOTA RAV4 Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,34,30,32,7,Yes,18
1499,TOYOTA RAV4 LE/XLE,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,23,30,26,5,No,18
1500,TOYOTA RAV4 LE/XLE,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,23,30,26,5,No,18
1501,TOYOTA RAV4 Limited,2.5,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,22,28,24,5,No,18
1502,TOYOTA RAV4 Limited,2.5,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,22,28,24,5,No,18
1503,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,CA,standard SUV,5,13,17,15,2,No,18
1504,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,FA,standard SUV,5,13,17,15,2,No,18
1505,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,CA,standard SUV,5,13,17,14,1,No,18
1506,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,FA,standard SUV,5,13,17,14,1,No,18
1507,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol/Gas,CA,standard SUV,5,9/13,13/17,10/14,1,No,18
1508,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol/Gas,FA,standard SUV,5,9/13,13/17,10/14,1,No,18
1509,TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,FA,pickup,3,15,19,16,2,No,18
1510,TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,CA,pickup,3,15,19,16,2,No,18
1511,TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,FA,pickup,3,14,18,16,2,No,18
1512,TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,CA,pickup,3,14,18,16,2,No,18
1513,TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,CA,pickup,5,13,18,15,2,No,18
