,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
1082,MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,28,37,31,7,Yes,18
1083,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,26,35,30,7,Yes,18
1084,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,27,36,30,7,Yes,18
1085,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,26,35,30,7,Yes,18
1086,MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,27,36,30,7,Yes,18
1087,MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,3,29,34,31,7,Yes,18
1088,MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,29,34,31,7,Yes,18
1089,MAZDA CX-3,2.0,4.0,SemiAuto-6,4WD,Gasoline,CA,small car,3,27,32,29,6,No,18
1090,MAZDA CX-3,2.0,4.0,SemiAuto-6,4WD,Gasoline,FA,small car,3,27,32,29,6,No,18
1091,MAZDA CX-9,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,22,28,24,5,No,18
1092,MAZDA CX-9,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,22,28,24,5,No,18
1093,MAZDA CX-9,2.5,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,20,26,23,5,No,18
1094,MAZDA CX-9,2.5,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,20,26,23,5,No,18
1095,MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small car,5,19,26,22,4,No,18
1096,MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small car,5,20,27,22,4,No,18
1097,MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small car,5,20,27,23,5,No,18
1098,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,17,22,19,3,No,18
1099,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,17,23,19,3,No,18
1100,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,18,24,20,4,No,18
1101,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,17,22,19,3,No,18
1102,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,17,23,19,3,No,18
1103,MERCEDES-BENZ AMG C63,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,18,24,20,4,No,18
1104,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,17,22,19,3,No,18
1105,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,17,23,19,3,No,18
1106,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,CA,small car,5,18,24,20,4,No,18
1107,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,17,22,19,3,No,18
1108,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,17,23,19,3,No,18
1109,MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-7,2WD,Gasoline,FA,small car,5,18,24,20,4,No,18
1110,MERCEDES-BENZ AMG CLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,small car,3,23,30,26,5,No,18
1111,MERCEDES-BENZ AMG CLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,small car,3,23,30,26,5,No,18
1112,MERCEDES-BENZ AMG CLS63 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,small car,1,16,22,18,3,No,18
1113,MERCEDES-BENZ AMG CLS63 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,small car,3,16,22,18,3,No,18
1114,MERCEDES-BENZ AMG E43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,midsize car,5,19,25,21,4,No,18
1115,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,CA,midsize car,5,15,22,18,3,No,18
1116,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,CA,station wagon,5,16,22,18,3,No,18
1117,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,FA,midsize car,5,15,22,18,3,No,18
1118,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,FA,station wagon,5,16,22,18,3,No,18
1119,MERCEDES-BENZ AMG GLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,station wagon,3,22,28,25,5,No,18
1120,MERCEDES-BENZ AMG GLA45 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,station wagon,3,22,28,25,5,No,18
1121,MERCEDES-BENZ AMG GLC43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small SUV,5,18,24,20,4,No,18
1122,MERCEDES-BENZ AMG GLC43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small SUV,5,18,24,20,4,No,18
1123,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,17,22,19,3,No,18
1124,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,17,23,19,3,No,18
1125,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,17,22,19,3,No,18
1126,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,17,23,19,3,No,18
1127,MERCEDES-BENZ AMG GLE63,5.5,8.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,14,18,15,2,No,18
1128,MERCEDES-BENZ AMG GLE63,5.5,8.0,Auto-7,4WD,Gasoline,FA,standard SUV,3,14,18,15,2,No,18
1129,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,14,18,15,2,No,18
1130,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,14,18,15,2,No,18
1131,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,FA,standard SUV,3,14,18,15,2,No,18
1132,MERCEDES-BENZ AMG GLE63 S,5.5,8.0,Auto-7,4WD,Gasoline,FA,standard SUV,3,14,18,15,2,No,18
1133,MERCEDES-BENZ AMG GLS63,5.5,8.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,13,18,15,2,No,18
1134,MERCEDES-BENZ AMG GLS63,5.5,8.0,Auto-7,4WD,Gasoline,FA,standard SUV,3,13,18,15,2,No,18
1135,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,CA,small car,5,16,21,18,3,No,18
1136,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,CA,small car,5,16,22,18,3,No,18
1137,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,FA,small car,5,16,21,18,3,No,18
1138,MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,FA,small car,5,16,22,18,3,No,18
1139,MERCEDES-BENZ AMG GT S,4.0,8.0,AutoMan-7,2WD,Gasoline,CA,small car,5,16,22,18,3,No,18
1140,MERCEDES-BENZ AMG GT S,4.0,8.0,AutoMan-7,2WD,Gasoline,FA,small car,5,16,22,18,3,No,18
1141,MERCEDES-BENZ AMG S63 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,CA,large car,5,17,26,20,4,No,18
1142,MERCEDES-BENZ AMG S63 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,FA,large car,5,17,26,20,4,No,18
1143,MERCEDES-BENZ AMG SL63,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,1,16,25,19,3,No,18
1144,MERCEDES-BENZ AMG SL63,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,3,16,25,19,3,No,18
1145,MERCEDES-BENZ AMG SL65,6.0,12.0,Auto-7,2WD,Gasoline,CA,small car,3,13,22,16,2,No,18
1146,MERCEDES-BENZ AMG SL65,6.0,12.0,Auto-7,2WD,Gasoline,FA,small car,3,13,22,16,2,No,18
1147,MERCEDES-BENZ AMG SLC 43,3.0,6.0,Auto-9,2WD,Gasoline,FA,small car,5,20,29,23,5,No,18
1148,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small car,5,22,29,25,5,No,18
1149,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small car,5,22,30,25,5,No,18
1150,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small car,5,24,33,27,6,No,18
1151,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,5,22,29,25,5,No,18
1152,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,5,22,30,25,5,No,18
1153,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,5,24,33,27,6,No,18
1154,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,5,22,29,25,5,No,18
1155,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,5,22,30,25,5,No,18
1156,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small car,5,23,32,26,5,No,18
1157,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,5,22,29,25,5,No,18
1158,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,5,22,30,25,5,No,18
1159,MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small car,5,23,32,26,5,No,18
1160,MERCEDES-BENZ CLA250,2.0,4.0,AutoMan-7,2WD,Gasoline,CA,small car,5,24,37,29,6,No,18
1161,MERCEDES-BENZ CLA250,2.0,4.0,AutoMan-7,2WD,Gasoline,FA,small car,5,24,37,29,6,No,18
1162,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol/Gas,CA,small car,5,17/24,24/32,20/27,6,No,18
1163,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol/Gas,FA,small car,5,17/24,24/32,20/27,6,No,18
1164,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,small car,5,24,32,27,6,No,18
1165,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,small car,5,24,32,27,6,No,18
1166,MERCEDES-BENZ CLS550,4.7,8.0,Auto-9,2WD,Gasoline,FA,small car,1,18,26,21,4,No,18
1167,MERCEDES-BENZ CLS550,4.7,8.0,Auto-9,2WD,Gasoline,CA,small car,3,18,26,21,4,No,18
1168,MERCEDES-BENZ CLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,FA,small car,1,17,25,20,4,No,18
1169,MERCEDES-BENZ CLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,CA,small car,3,17,25,20,4,No,18
1170,MERCEDES-BENZ E300,2.0,4.0,Auto-9,2WD,Gasoline,CA,midsize car,5,22,30,25,5,No,18
1171,MERCEDES-BENZ E300,2.0,4.0,Auto-9,2WD,Gasoline,FA,midsize car,5,22,30,25,5,No,18
1172,MERCEDES-BENZ E300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,midsize car,5,21,29,24,5,No,18
1173,MERCEDES-BENZ E300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,midsize car,5,21,29,24,5,No,18
1174,MERCEDES-BENZ E400,3.0,6.0,Auto-9,2WD,Gasoline,FA,small car,5,20,26,22,4,No,18
1175,MERCEDES-BENZ E400 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,small car,5,20,26,22,4,No,18
1176,MERCEDES-BENZ E400 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,station wagon,5,19,25,21,4,No,18
1177,MERCEDES-BENZ GLA 250,2.0,4.0,AutoMan-7,2WD,Gasoline,CA,station wagon,5,24,33,27,6,No,18
1178,MERCEDES-BENZ GLA 250,2.0,4.0,AutoMan-7,2WD,Gasoline,FA,station wagon,5,24,33,27,6,No,18
1179,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol/Gas,CA,small SUV,5,17/23,23/31,19/26,5,No,18
1180,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol/Gas,FA,small SUV,5,17/23,23/31,19/26,5,No,18
1181,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,small SUV,5,23,31,26,5,No,18
1182,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,small SUV,5,23,31,26,5,No,18
1183,MERCEDES-BENZ GLC 300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small SUV,5,22,28,24,5,No,18
1184,MERCEDES-BENZ GLC 300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small SUV,5,22,28,24,5,No,18
1185,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small SUV,5,21,28,24,5,No,18
1186,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small SUV,5,22,27,24,5,No,18
1187,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small SUV,5,21,28,24,5,No,18
1188,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small SUV,5,22,27,24,5,No,18
1189,MERCEDES-BENZ GLE350,3.5,6.0,Auto-7,2WD,Gasoline,FA,standard SUV,1,18,23,20,4,No,18
1190,MERCEDES-BENZ GLE350,3.5,6.0,Auto-7,2WD,Gasoline,CA,standard SUV,3,18,23,20,4,No,18
1191,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol/Gas,FA,standard SUV,1,13/18,17/22,14/19,3,No,18
1192,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol/Gas,CA,standard SUV,3,13/18,17/22,14/19,3,No,18
1193,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,standard SUV,1,18,22,19,3,No,18
1194,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,18,22,19,3,No,18
1195,MERCEDES-BENZ GLS450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,17,22,19,3,No,18
1196,MERCEDES-BENZ GLS450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,17,22,19,3,No,18
1197,MERCEDES-BENZ GLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,14,19,16,2,No,18
1198,MERCEDES-BENZ GLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,14,19,16,2,No,18
1199,MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,CA,large car,5,17,27,21,4,No,18
1200,MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,FA,large car,5,17,27,21,4,No,18
1201,MERCEDES-BENZ S560 4Matic Maybach,4.0,8.0,Auto-9,4WD,Gasoline,CA,large car,5,16,25,19,3,No,18
1202,MERCEDES-BENZ S560 4Matic Maybach,4.0,8.0,Auto-9,4WD,Gasoline,FA,large car,5,16,25,19,3,No,18
1203,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,FA,small car,1,17,25,20,4,No,18
1204,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,CA,small car,3,17,25,20,4,No,18
1205,MERCEDES-BENZ SLC300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small car,3,25,32,27,6,No,18
1206,MERCEDES-BENZ SLC300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,3,25,32,27,6,No,18
1207,MINI Cooper Clubman,1.5,3.0,Man-6,2WD,Gasoline,CA,midsize car,7,24,34,28,6,No,18
1208,MINI Cooper Clubman,1.5,3.0,Man-6,2WD,Gasoline,FA,midsize car,7,24,34,28,6,No,18
1209,MINI Cooper Clubman,1.5,3.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,24,32,27,6,No,18
1210,MINI Cooper Clubman,1.5,3.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,24,32,27,6,No,18
1211,MINI Cooper Clubman All4,1.5,3.0,Man-6,4WD,Gasoline,FA,midsize car,3,22,32,26,5,No,18
1212,MINI Cooper Clubman All4,1.5,3.0,Man-6,4WD,Gasoline,CA,midsize car,3,22,32,26,5,No,18
1213,MINI Cooper Clubman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,23,31,26,5,No,18
1214,MINI Cooper Clubman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23,31,26,5,No,18
1215,MINI Cooper Convertible,1.5,3.0,Man-6,2WD,Gasoline,CA,small car,7,28,37,32,7,Yes,18
1216,MINI Cooper Convertible,1.5,3.0,Man-6,2WD,Gasoline,FA,small car,7,28,37,32,7,Yes,18
1217,MINI Cooper Convertible,1.5,3.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,27,35,30,7,Yes,18
1218,MINI Cooper Convertible,1.5,3.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,27,35,30,7,Yes,18
1219,MINI Cooper Countryman,1.5,3.0,Man-6,2WD,Gasoline,FA,midsize car,3,24,34,28,6,No,18
1220,MINI Cooper Countryman,1.5,3.0,Man-6,2WD,Gasoline,CA,midsize car,3,24,34,28,6,No,18
1221,MINI Cooper Countryman,1.5,3.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,3,24,32,27,6,No,18
1222,MINI Cooper Countryman,1.5,3.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,3,24,32,27,6,No,18
1223,MINI Cooper Countryman All4,1.5,3.0,Man-6,4WD,Gasoline,FA,midsize car,3,22,32,26,5,No,18
1224,MINI Cooper Countryman All4,1.5,3.0,Man-6,4WD,Gasoline,CA,midsize car,3,22,32,26,5,No,18
1225,MINI Cooper Countryman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,23,30,25,5,No,18
1226,MINI Cooper Countryman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23,30,25,5,No,18
1227,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,CA,small car,7,28,37,32,7,Yes,18
1228,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,CA,small car,7,28,38,32,7,Yes,18
1229,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,FA,small car,7,28,37,32,7,Yes,18
1230,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,FA,small car,7,28,38,32,7,Yes,18
1231,MINI Cooper Hardtop,1.5,3.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,27,35,30,7,Yes,18
1232,MINI Cooper Hardtop,1.5,3.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,27,35,30,7,Yes,18
1233,MINI Cooper S Clubman,2.0,4.0,Man-6,2WD,Gasoline,CA,midsize car,7,22,31,25,5,No,18
1234,MINI Cooper S Clubman,2.0,4.0,Man-6,2WD,Gasoline,FA,midsize car,7,22,31,25,5,No,18
1235,MINI Cooper S Clubman,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,23,32,27,6,No,18
1236,MINI Cooper S Clubman,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,23,32,27,6,No,18
1237,MINI Cooper S Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,CA,midsize car,7,21,30,24,5,No,18
1238,MINI Cooper S Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,FA,midsize car,7,21,30,24,5,No,18
1239,MINI Cooper S Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,22,31,26,5,No,18
1240,MINI Cooper S Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,7,22,31,26,5,No,18
1241,MINI Cooper S Convertible,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,23,32,26,5,No,18
1242,MINI Cooper S Convertible,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,7,23,32,26,5,No,18
1243,MINI Cooper S Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,25,33,28,6,No,18
1244,MINI Cooper S Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,25,33,28,6,No,18
1245,MINI Cooper S Countryman,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,23,32,27,6,No,18
1246,MINI Cooper S Countryman,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,23,32,27,6,No,18
1247,MINI Cooper S Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,CA,midsize car,7,21,31,24,5,No,18
1248,MINI Cooper S Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,FA,midsize car,7,21,31,24,5,No,18
1249,MINI Cooper S Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,22,31,26,5,No,18
1250,MINI Cooper S Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,7,22,31,26,5,No,18
1251,MINI Cooper S Hardtop,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,23,32,26,5,No,18
1252,MINI Cooper S Hardtop,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,7,23,32,26,5,No,18
1253,MINI Cooper S Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,25,32,28,6,No,18
1254,MINI Cooper S Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,25,32,28,6,No,18
1255,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline/Electricity,FA,midsize car,3,28/63,27/66,27/65,9,Yes,18
1256,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline/Electricity,CA,midsize car,3,28/63,27/66,27/65,9,Yes,18
1257,MINI JCW Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,CA,midsize car,3,20,29,24,5,No,18
1258,MINI JCW Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,FA,midsize car,3,20,29,24,5,No,18
1259,MINI JCW Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,22,30,25,5,No,18
1260,MINI JCW Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,22,30,25,5,No,18
1261,MINI John Cooper Works Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,CA,midsize car,3,21,31,24,5,No,18
1262,MINI John Cooper Works Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,FA,midsize car,3,21,31,24,5,No,18
1263,MINI John Cooper Works Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23,31,26,5,No,18
1264,MINI John Cooper Works Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,23,31,26,5,No,18
1265,MINI John Cooper Works Convertible,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,3,22,31,25,5,No,18
1266,MINI John Cooper Works Convertible,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,3,22,31,25,5,No,18
1267,MINI John Cooper Works Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,3,25,33,28,6,No,18
1268,MINI John Cooper Works Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,25,33,28,6,No,18
1269,MINI John Cooper Works Hardtop,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,3,23,32,26,5,No,18
1270,MINI John Cooper Works Hardtop,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,3,23,32,26,5,No,18
1271,MINI John Cooper Works Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,3,25,32,28,6,No,18
1272,MINI John Cooper Works Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,25,32,28,6,No,18
1273,MITSUBISHI Mirage,1.2,3.0,CVT,2WD,Gasoline,CA,small car,5,37,43,39,9,Yes,18
1274,MITSUBISHI Mirage,1.2,3.0,CVT,2WD,Gasoline,FA,small car,5,37,43,39,9,Yes,18
1275,MITSUBISHI Mirage,1.2,3.0,Man-5,2WD,Gasoline,CA,small car,5,33,41,36,8,Yes,18
1276,MITSUBISHI Mirage,1.2,3.0,Man-5,2WD,Gasoline,FA,small car,5,33,41,36,8,Yes,18
1277,MITSUBISHI Mirage G4,1.2,3.0,CVT,2WD,Gasoline,CA,small car,5,35,41,37,8,Yes,18
1278,MITSUBISHI Mirage G4,1.2,3.0,CVT,2WD,Gasoline,FA,small car,5,35,41,37,8,Yes,18
1279,MITSUBISHI Mirage G4,1.2,3.0,Man-5,2WD,Gasoline,CA,small car,5,33,40,35,8,Yes,18
1280,MITSUBISHI Mirage G4,1.2,3.0,Man-5,2WD,Gasoline,FA,small car,5,33,40,35,8,Yes,18
1281,NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,FA,small car,3,18,26,21,4,No,18
1282,NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,CA,small car,3,18,26,21,4,No,18
1283,NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,3,19,26,22,4,No,18
1284,NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,3,19,26,22,4,No,18
1285,NISSAN 370Z Roadster,3.7,6.0,Man-6,2WD,Gasoline,FA,small car,3,17,24,20,4,No,18
1286,NISSAN 370Z Roadster,3.7,6.0,Man-6,2WD,Gasoline,CA,small car,3,17,24,20,4,No,18
1287,NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,3,18,25,21,4,No,18
1288,NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,3,18,25,21,4,No,18
1289,NISSAN Armada,5.6,8.0,SemiAuto-7,2WD,Gasoline,FA,standard SUV,3,14,19,16,2,No,18
1290,NISSAN Armada,5.6,8.0,SemiAuto-7,2WD,Gasoline,CA,standard SUV,3,14,19,16,2,No,18
1291,NISSAN Armada,5.6,8.0,SemiAuto-7,4WD,Gasoline,FA,standard SUV,3,13,18,15,2,No,18
1292,NISSAN Armada,5.6,8.0,SemiAuto-7,4WD,Gasoline,CA,standard SUV,3,13,18,15,2,No,18
